ID,Username,Data,Reply,Positive,Negative,Neutral,Hate,Offensive,Neither
38,SHAQ,Sat Nov 28 23:48:17 +0000 2020,"'kasian sama nih abang satu, menit bermainnya mungkin akan lebih reguler akhir-akhir ini kalo ga cedera juga, karena kalo semua pemain fit, dia ga dapet tempat. butuh bgt sosok kaya big shaq semalem, apalagi naby juga ga ada. '",0.06,0.0,0.94,0.03,0.35,0.61
39,SHAQ,Sat Nov 28 23:48:05 +0000 2020,' that time nate robinson got shaq with the sneaky dunk ',0.0,0.15,0.85,0.03,0.4,0.57
40,SHAQ,Sat Nov 28 23:47:55 +0000 2020,' esse tipo de rivalidade forada rola desde shaq e yao amigo mas no precisa ser pessoal pra ser legal',0.07,0.1,0.83,0.04,0.34,0.62
41,SHAQ,Sat Nov 28 23:47:45 +0000 2020,' hahaha hantu turki pulak lah lepas ni. pun not bad',0.42,0.0,0.58,0.04,0.33,0.63
42,SHAQ,Sat Nov 28 23:47:19 +0000 2020,' i was always gettin them shaqs at payless. big thanks to for making shoes for broke people!',0.14,0.13,0.73,0.04,0.35,0.6
43,SHAQ,Sat Nov 28 23:47:18 +0000 2020,"' orlando shaq yes, not lakers shaq.'",0.31,0.0,0.69,0.04,0.33,0.63
44,SHAQ,Sat Nov 28 23:47:08 +0000 2020,""" i have 13 players out right now.\n\ngurley, conner, taylor, dobbins, gandy-golden, ertz, okwuegbunam, josh allen, calais, danielle hunter, bush, derwin, shaq griffin.\n\nalso, michael thomas and aj brown on my bench because i can't trust them yet. but at least there's royce!""",0.0,0.05,0.95,0.04,0.35,0.61
45,SHAQ,Sat Nov 28 23:47:01 +0000 2020,"' people having some amnesia thinking about that 2003 team.. kobe/shaq having a 3-peat, duncan was 2x champ and mvp, kgs best years were 01-05 (04 mvp), and tmac was one of the best scorers in the game then. only bird/magic had done anything up to 1988.'",0.21,0.0,0.79,0.02,0.22,0.76
46,SHAQ,Sat Nov 28 23:46:36 +0000 2020,' that time nate robinson got shaq with the sneaky dunk ',0.0,0.15,0.85,0.03,0.4,0.57
47,SHAQ,Sat Nov 28 23:45:36 +0000 2020,'when shaq has more picks than gilmore this season with 1 less game played ',0.13,0.0,0.87,0.03,0.35,0.62
48,SHAQ,Sat Nov 28 23:45:34 +0000 2020,' get that ass whooped like a man lol',0.36,0.24,0.41,0.09,0.91,0.0
